database_id,scale_factor,query_id,start,shuffled_mb,cpu_time,data_scanned
8,7,20,1384980,5.657,293,18.97
8,7,12,1385940,0.0,260,29.842
8,7,20,1386371,5.657,293,18.97
8,7,19,1387948,17.222,785,60.906
6,4,15,1388212,23.557,170,54.712
8,7,6,1390560,0.0,64,27.436
6,4,16,1390843,32.23,521,92.566
5,3,19,1390904,7.381,337,26.103
6,4,13,1391013,72.502,5374,192.574
3,1,8,1391428,0.314,356,15.374
11,17,8,1391753,5.345,6051,261.363
6,4,21,1392080,0.23,2695,523.04
6,4,7,1392881,2.289,574,155.252
6,4,8,1393056,1.258,1424,61.497
8,7,21,1393791,0.402,4716,915.321
3,1,2,1395185,0.135,87,0.507
4,2,12,1395332,0.0,74,8.526
8,7,22,1396074,14.383,530,151.556
3,1,1,1400808,0.0,796,304.647
13,31,12,1401472,0.0,1153,132.156
8,7,16,1401880,56.402,911,161.991
6,4,10,1401897,43.265,1203,176.316
6,4,18,1402075,0.022,3830,935.03
6,4,13,1402281,72.502,5374,192.574
6,4,18,1403915,0.022,3830,935.03
6,4,9,1403943,4.778,2028,182.811
11,17,4,1404164,0.0,4159,275.374
17,125,22,1404348,261.697,18933,2712.728
6,4,13,1404471,72.502,5374,192.574
17,125,13,1404619,2265.68,168610,6017.968
3,1,22,1404691,2.055,76,21.651
3,1,21,1405913,0.057,674,130.76
6,4,18,1405950,0.022,3830,935.03
13,31,18,1406334,0.174,29680,7246.48
3,1,22,1406646,2.055,76,21.651
8,7,19,1406900,17.222,785,60.906
6,4,15,1407051,23.557,170,54.712
6,4,18,1407637,0.022,3830,935.03
5,3,15,1408915,17.668,128,41.034
5,3,1,1409129,0.0,2389,913.941
5,3,22,1409466,6.164,227,64.952
8,7,5,1409561,7.471,1652,209.123
6,4,12,1409641,0.0,149,17.052
3,1,1,1409863,0.0,796,304.647
8,7,17,1410174,0.236,1186,2.432
8,7,3,1410282,1.602,1590,914.741
6,4,7,1410515,2.289,574,155.252
6,4,18,1410638,0.022,3830,935.03
6,4,20,1411037,3.233,167,10.84
8,7,14,1411327,11.989,170,89.356
17,125,14,1411803,214.249,7080,1609.727
16,85,8,1411810,30.064,45000,535.107
3,1,15,1412383,5.889,43,13.678
8,7,8,1412390,2.201,2492,107.62
17,125,20,1413369,149.0,15960,6717.5
17,125,22,1413472,261.697,18933,2712.728
5,3,12,1414057,0.0,112,12.789
6,4,9,1414162,4.778,2028,182.811
17,125,14,1414930,214.249,7080,1609.727
8,7,15,1415443,41.224,298,95.747
15,59,22,1415531,121.228,4467,1277.399
6,4,14,1415719,6.851,97,51.061
17,125,18,1415741,0.704,152764,29220.593
6,4,21,1415789,0.23,2695,523.04
6,4,17,1416094,0.135,678,1.39
6,4,2,1416957,0.542,347,2.029
3,1,6,1417284,0.0,9,3.919
6,4,12,1417952,0.0,149,17.052
8,7,18,1419181,0.039,6702,1636.302
3,1,12,1420463,0.0,37,4.263
5,3,16,1421049,24.172,391,69.425
3,1,18,1421549,0.006,957,233.757
13,31,4,1422429,0.001,7583,502.152
2,1,13,1422472,18.125,1343,48.144
6,4,21,1423531,0.23,2695,523.04
13,31,15,1425215,182.565,1320,424.021
5,3,8,1425943,0.943,1068,46.123
3,1,22,1426674,2.055,76,21.651
6,4,6,1426914,0.0,37,15.678
15,59,1,1426932,0.003,46980,17974.17
3,1,20,1427041,0.808,42,2.71
8,7,2,1427576,0.948,608,3.55
17,125,2,1427647,16.959,15820,71.023
6,4,15,1427697,23.557,170,54.712
6,4,3,1428213,0.915,908,522.709
5,3,3,1428359,0.687,681,392.032
6,4,19,1429434,9.841,449,34.804
6,4,17,1430451,0.135,678,1.39
8,7,19,1432494,17.222,785,60.906
8,7,2,1433758,0.948,608,3.55
13,31,14,1434792,53.095,751,395.721
3,1,17,1435731,0.034,169,0.347
6,4,10,1436881,43.265,1203,176.316
3,1,4,1439042,0.0,245,16.198
8,7,13,1439228,126.878,9404,337.005
6,4,4,1440172,0.0,979,64.794
6,4,3,1440417,0.915,908,522.709
11,17,13,1440699,308.132,22838,818.441
6,4,10,1440702,43.265,1203,176.316
3,1,4,1440737,0.0,245,16.198
3,1,12,1441721,0.0,37,4.263
3,1,17,1441744,0.034,169,0.347
3,1,20,1442248,0.808,42,2.71
8,7,1,1443005,0.0,5574,2132.529
8,7,14,1443196,11.989,170,89.356
6,4,19,1444071,9.841,449,34.804
6,4,20,1444160,3.233,167,10.84
6,4,12,1444160,0.0,149,17.052
3,1,8,1444353,0.314,356,15.374
2,1,22,1444363,2.055,76,21.651
6,4,12,1444910,0.0,149,17.052
6,4,8,1445136,1.258,1424,61.497
8,7,19,1445652,17.222,785,60.906
6,4,12,1445722,0.0,149,17.052
3,1,19,1445942,2.46,112,8.701
6,4,5,1446031,4.269,944,119.499
13,31,8,1446271,9.748,11034,476.603
3,1,20,1447844,0.808,42,2.71
8,7,13,1448809,126.878,9404,337.005
6,4,8,1448977,1.258,1424,61.497
8,7,4,1449131,0.0,1712,113.389
6,4,1,1449177,0.0,3185,1218.588
3,1,6,1449833,0.0,9,3.919
5,3,12,1449912,0.0,112,12.789
8,7,21,1450202,0.402,4716,915.321
3,1,10,1451992,10.816,301,44.079
6,4,5,1452250,4.269,944,119.499
3,1,9,1452835,1.194,507,45.703
6,4,4,1455045,0.0,979,64.794
5,3,19,1455632,7.381,337,26.103
8,7,18,1455796,0.039,6702,1636.302
8,7,3,1455802,1.602,1590,914.741
3,1,7,1456320,0.572,144,38.813
3,1,13,1456518,18.125,1343,48.144
3,1,4,1456754,0.0,245,16.198
3,1,12,1457948,0.0,37,4.263
6,4,22,1458037,8.219,303,86.603
15,59,11,1458078,96.045,1748,1345.388
8,7,6,1458320,0.0,64,27.436
5,3,13,1458642,54.376,4030,144.431
6,4,4,1460010,0.0,979,64.794
6,4,14,1463244,6.851,97,51.061
6,4,14,1463434,6.851,97,51.061
6,4,12,1464126,0.0,149,17.052
16,85,19,1464281,209.18,15220,736.75
6,4,10,1464438,43.265,1203,176.316
6,4,4,1466155,0.0,979,64.794
6,4,19,1467140,9.841,449,34.804
15,59,10,1467229,638.166,17750,2600.666
5,3,21,1467251,0.172,2021,392.28
6,4,4,1467745,0.0,979,64.794
5,3,2,1469932,0.406,261,1.522
6,4,14,1470390,6.851,97,51.061
13,31,1,1471406,0.002,24684,9444.055
6,4,5,1472188,4.269,944,119.499
6,4,13,1472382,72.502,5374,192.574
15,59,9,1472438,70.471,29920,2696.462
6,4,10,1473997,43.265,1203,176.316
5,3,15,1474552,17.668,128,41.034
8,7,17,1476158,0.236,1186,2.432
8,7,1,1477700,0.0,5574,2132.529
8,7,6,1477740,0.0,64,27.436
6,4,5,1477969,4.269,944,119.499
6,4,17,1478315,0.135,678,1.39
3,1,9,1478551,1.194,507,45.703
6,4,4,1478757,0.0,979,64.794
6,4,14,1478917,6.851,97,51.061
3,1,12,1479563,0.0,37,4.263
6,4,7,1480936,2.289,574,155.252
15,59,11,1481040,96.045,1748,1345.388
3,1,1,1481342,0.0,796,304.647
8,7,20,1481431,5.657,293,18.97
13,31,3,1481511,7.094,7041,4050.997
6,4,18,1481626,0.022,3830,935.03
3,1,18,1481720,0.006,957,233.757
8,7,3,1482716,1.602,1590,914.741
8,7,2,1482888,0.948,608,3.55
15,59,15,1482960,347.462,2513,807.007
6,4,7,1484091,2.289,574,155.252
3,1,14,1484236,1.713,24,12.765
3,1,7,1484380,0.572,144,38.813
3,1,17,1484389,0.034,169,0.347
6,4,12,1484628,0.0,149,17.052
2,1,20,1485066,0.808,42,2.71
8,7,15,1485547,41.224,298,95.747
6,4,22,1485566,8.219,303,86.603
8,7,1,1485658,0.0,5574,2132.529
10,13,5,1486381,13.875,3067,388.372
3,1,20,1487376,0.808,42,2.71
6,4,19,1489308,9.841,449,34.804
13,31,12,1489657,0.0,1153,132.156
6,4,20,1492069,3.233,167,10.84
6,4,18,1492699,0.022,3830,935.03
8,7,18,1493096,0.039,6702,1636.302
9,10,4,1493754,0.0,2446,161.985
8,7,20,1495632,5.657,293,18.97
8,7,9,1495857,8.361,3550,319.919
8,7,5,1496164,7.471,1652,209.123
6,4,20,1496268,3.233,167,10.84
8,7,4,1496558,0.0,1712,113.389
8,7,17,1498027,0.236,1186,2.432
6,4,9,1498092,4.778,2028,182.811
5,3,20,1498104,2.424,126,8.13
8,7,19,1498142,17.222,785,60.906
5,3,9,1498523,3.583,1521,137.108
16,85,15,1499696,336.13,5553,996.234
5,3,18,1500552,0.017,2872,701.272
6,4,14,1501224,6.851,97,51.061
8,7,11,1502285,11.395,207,159.622
8,7,14,1502305,11.989,170,89.356
13,31,22,1502520,63.696,2347,671.176
8,7,22,1502596,14.383,530,151.556
13,31,3,1503161,7.094,7041,4050.997
6,4,7,1503431,2.289,574,155.252
11,17,15,1503472,100.116,724,232.527
6,4,8,1504904,1.258,1424,61.497
8,7,7,1505706,4.006,1004,271.691
6,4,4,1506819,0.0,979,64.794
8,7,3,1508044,1.602,1590,914.741
5,3,10,1508243,32.449,903,132.237
15,59,17,1508648,1.991,10000,20.498
15,59,18,1511281,0.331,56487,13791.687
6,4,1,1511351,0.0,3185,1218.588
6,4,9,1511650,4.778,2028,182.811
8,7,17,1512104,0.236,1186,2.432
8,7,19,1513148,17.222,785,60.906
8,7,22,1513342,14.383,530,151.556
8,7,22,1513406,14.383,530,151.556
16,85,2,1513823,11.51,9360,47.184
11,17,16,1513859,136.977,2213,393.406
6,4,5,1514301,4.269,944,119.499
8,7,18,1514693,0.039,6702,1636.302
6,4,15,1514769,23.557,170,54.712
3,1,19,1515739,2.46,112,8.701
3,1,14,1515812,1.713,24,12.765
6,4,21,1516676,0.23,2695,523.04
8,7,1,1516768,0.0,5574,2132.529
6,4,8,1518394,1.258,1424,61.497
8,7,21,1519594,0.402,4716,915.321
3,1,21,1520869,0.057,674,130.76
6,4,8,1521486,1.258,1424,61.497
8,7,2,1522016,0.948,608,3.55
8,7,22,1522156,14.383,530,151.556
3,1,1,1523079,0.0,796,304.647
8,7,3,1523579,1.602,1590,914.741
6,4,7,1523746,2.289,574,155.252
8,7,9,1523956,8.361,3550,319.919
8,7,20,1523959,5.657,293,18.97
3,1,4,1524014,0.0,245,16.198
6,4,2,1524209,0.542,347,2.029
8,7,14,1524560,11.989,170,89.356
8,7,20,1524829,5.657,293,18.97
6,4,2,1525091,0.542,347,2.029
5,3,3,1526505,0.687,681,392.032
13,31,17,1526766,1.046,5254,10.77
3,1,10,1526785,10.816,301,44.079
8,7,7,1527093,4.006,1004,271.691
6,4,1,1527316,0.0,3185,1218.588
8,7,1,1527837,0.0,5574,2132.529
6,4,12,1528021,0.0,149,17.052
6,4,11,1528388,6.512,119,91.213
8,7,13,1528843,126.878,9404,337.005
8,7,8,1529623,2.201,2492,107.62
8,7,21,1530040,0.402,4716,915.321
8,7,22,1530708,14.383,530,151.556
8,7,4,1531477,0.0,1712,113.389
13,31,18,1532109,0.174,29680,7246.48
3,1,18,1532707,0.006,957,233.757
8,7,18,1532734,0.039,6702,1636.302
8,7,10,1532841,75.715,2106,308.554
8,7,9,1533042,8.361,3550,319.919
6,4,10,1533104,43.265,1203,176.316
3,1,3,1533746,0.229,227,130.677
6,4,18,1533783,0.022,3830,935.03
8,7,8,1534583,2.201,2492,107.62
6,4,20,1534589,3.233,167,10.84
8,7,21,1534863,0.402,4716,915.321
8,7,1,1535277,0.0,5574,2132.529
8,7,21,1535880,0.402,4716,915.321
3,1,11,1536359,1.628,30,22.803
6,4,5,1537180,4.269,944,119.499
15,59,6,1537357,0.0,540,231.25
3,1,19,1537652,2.46,112,8.701
8,7,17,1539585,0.236,1186,2.432
8,7,8,1540698,2.201,2492,107.62
8,7,19,1541747,17.222,785,60.906
3,1,9,1543871,1.194,507,45.703
9,10,2,1546866,1.355,868,5.072
2,1,7,1547696,0.572,144,38.813
8,7,22,1548172,14.383,530,151.556
8,7,15,1548172,41.224,298,95.747
8,7,17,1548865,0.236,1186,2.432
8,7,18,1548903,0.039,6702,1636.302
8,7,16,1549057,56.402,911,161.991
8,7,19,1549730,17.222,785,60.906
8,7,18,1549739,0.039,6702,1636.302
5,3,12,1549857,0.0,112,12.789
8,7,7,1550021,4.006,1004,271.691
5,3,12,1550342,0.0,112,12.789
3,1,12,1550518,0.0,37,4.263
2,1,16,1551330,8.057,130,23.142
8,7,7,1551656,4.006,1004,271.691
15,59,1,1551810,0.003,46980,17974.17
8,7,1,1552073,0.0,5574,2132.529
8,7,5,1552292,7.471,1652,209.123
8,7,11,1552620,11.395,207,159.622
8,7,2,1552768,0.948,608,3.55
8,7,8,1553206,2.201,2492,107.62
3,1,8,1553348,0.314,356,15.374
8,7,5,1553596,7.471,1652,209.123
5,3,19,1553936,7.381,337,26.103
8,7,8,1554039,2.201,2492,107.62
5,3,6,1554042,0.0,27,11.758
8,7,20,1554434,5.657,293,18.97
8,7,14,1555516,11.989,170,89.356
8,7,12,1555800,0.0,260,29.842
3,1,9,1557552,1.194,507,45.703
3,1,10,1558168,10.816,301,44.079
11,17,9,1560137,20.305,8621,776.947
3,1,20,1561284,0.808,42,2.71
3,1,5,1561315,1.067,236,29.875
5,3,17,1561556,0.101,508,1.042
3,1,16,1561891,8.057,130,23.142
8,7,20,1562550,5.657,293,18.97
8,7,1,1563506,0.0,5574,2132.529
5,3,14,1563942,5.138,73,38.296
5,3,7,1563954,1.717,431,116.439
13,31,2,1564074,4.2,2692,15.723
5,3,9,1564937,3.583,1521,137.108
5,3,14,1566663,5.138,73,38.296
16,85,19,1569598,209.18,15220,736.75
3,1,19,1569643,2.46,112,8.701
5,3,5,1569850,3.202,708,89.624
3,1,19,1570557,2.46,112,8.701
3,1,15,1570716,5.889,43,13.678
3,1,21,1572641,0.057,674,130.76
8,7,11,1573355,11.395,207,159.622
8,7,11,1574214,11.395,207,159.622
13,31,12,1575148,0.0,1153,132.156
13,31,6,1577684,0.0,284,121.504
8,7,18,1577806,0.039,6702,1636.302
3,1,8,1578894,0.314,356,15.374
3,1,9,1579144,1.194,507,45.703
8,7,20,1580612,5.657,293,18.97
13,31,9,1580873,37.027,15721,1416.785
15,59,17,1581125,1.991,10000,20.498
3,1,2,1582230,0.135,87,0.507
3,1,8,1584102,0.314,356,15.374
8,7,18,1584724,0.039,6702,1636.302
3,1,14,1584855,1.713,24,12.765
15,59,15,1585045,347.462,2513,807.007
8,7,6,1585636,0.0,64,27.436
3,1,8,1585935,0.314,356,15.374
8,7,22,1586135,14.383,530,151.556
3,1,20,1586216,0.808,42,2.71
8,7,20,1586553,5.657,293,18.97
5,3,15,1586570,17.668,128,41.034
8,7,14,1586619,11.989,170,89.356
8,7,10,1586737,75.715,2106,308.554
8,7,16,1587013,56.402,911,161.991
8,7,1,1587086,0.0,5574,2132.529
7,5,13,1587171,90.627,6717,240.718
3,1,4,1587421,0.0,245,16.198
8,7,21,1587561,0.402,4716,915.321
8,7,5,1587570,7.471,1652,209.123
8,7,14,1587657,11.989,170,89.356
3,1,3,1587697,0.229,227,130.677
15,59,11,1587855,96.045,1748,1345.388
8,7,6,1588247,0.0,64,27.436
8,7,18,1588580,0.039,6702,1636.302
8,7,11,1589079,11.395,207,159.622
8,7,20,1589348,5.657,293,18.97
8,7,8,1590019,2.201,2492,107.62
8,7,21,1590989,0.402,4716,915.321
8,7,22,1592052,14.383,530,151.556
13,31,4,1592190,0.001,7583,502.152
11,17,21,1593124,0.977,11453,2222.922
16,85,9,1593215,101.538,53487,3834.555
8,7,20,1594752,5.657,293,18.97
13,31,10,1594818,335.308,9326,1366.452
3,1,2,1594945,0.135,87,0.507
8,7,14,1595439,11.989,170,89.356
15,59,16,1595672,475.391,7680,1365.351
8,7,9,1595675,8.361,3550,319.919
8,7,6,1596627,0.0,64,27.436
2,1,6,1597503,0.0,9,3.919
8,7,20,1597869,5.657,293,18.97
15,59,4,1598111,0.001,14433,955.709
8,7,16,1599246,56.402,911,161.991
3,1,8,1600200,0.314,356,15.374
3,1,3,1600990,0.229,227,130.677
8,7,6,1603083,0.0,64,27.436
8,7,5,1603739,7.471,1652,209.123
8,7,14,1604355,11.989,170,89.356
15,59,4,1604383,0.001,14433,955.709
3,1,7,1606298,0.572,144,38.813
8,7,3,1607512,1.602,1590,914.741
3,1,4,1608633,0.0,245,16.198
13,31,18,1609655,0.174,29680,7246.48
8,7,12,1613192,0.0,260,29.842
3,1,10,1613723,10.816,301,44.079
3,1,5,1615148,1.067,236,29.875
5,3,10,1615271,32.449,903,132.237
8,7,9,1618623,8.361,3550,319.919
8,7,19,1619168,17.222,785,60.906
5,3,20,1619893,2.424,126,8.13
8,7,7,1620007,4.006,1004,271.691
8,7,7,1620156,4.006,1004,271.691
8,7,21,1620222,0.402,4716,915.321
8,7,10,1621165,75.715,2106,308.554
9,10,5,1621449,10.673,2359,298.748
8,7,9,1622085,8.361,3550,319.919
8,7,2,1622532,0.948,608,3.55
8,7,16,1623305,56.402,911,161.991
8,7,13,1623396,126.878,9404,337.005
3,1,16,1623879,8.057,130,23.142
3,1,13,1625123,18.125,1343,48.144
13,31,18,1625257,0.174,29680,7246.48
13,31,19,1626093,76.268,3478,269.727
11,17,13,1626717,308.132,22838,818.441
8,7,1,1627456,0.0,5574,2132.529
8,7,14,1627731,11.989,170,89.356
8,7,2,1627756,0.948,608,3.55
15,59,22,1628160,121.228,4467,1277.399
8,7,19,1629757,17.222,785,60.906
8,7,10,1630173,75.715,2106,308.554
3,1,20,1630236,0.808,42,2.71
8,7,4,1630918,0.0,1712,113.389
3,1,12,1632424,0.0,37,4.263
8,7,3,1632508,1.602,1590,914.741
8,7,10,1632533,75.715,2106,308.554
2,1,21,1632544,0.057,674,130.76
3,1,4,1633144,0.0,245,16.198
3,1,1,1633166,0.0,796,304.647
8,7,1,1633363,0.0,5574,2132.529
8,7,14,1633554,11.989,170,89.356
13,31,20,1635132,25.053,1298,84.011
15,59,1,1636196,0.003,46980,17974.17
3,1,14,1636259,1.713,24,12.765
3,1,20,1636573,0.808,42,2.71
8,7,22,1637404,14.383,530,151.556
8,7,8,1638463,2.201,2492,107.62
13,31,12,1639125,0.0,1153,132.156
7,5,21,1640292,0.287,3369,653.801
16,85,7,1642540,48.66,22433,6194.08
8,7,18,1643186,0.039,6702,1636.302
8,7,8,1643306,2.201,2492,107.62
8,7,16,1644581,56.402,911,161.991
3,1,20,1644954,0.808,42,2.71
8,7,11,1645954,11.395,207,159.622
8,7,19,1647415,17.222,785,60.906
8,7,4,1647749,0.0,1712,113.389
8,7,17,1647816,0.236,1186,2.432
8,7,16,1648371,56.402,911,161.991
8,7,21,1649155,0.402,4716,915.321
10,13,2,1650005,1.761,1129,6.593
8,7,22,1650757,14.383,530,151.556
8,7,15,1654088,41.224,298,95.747
5,3,20,1656840,2.424,126,8.13
11,17,7,1660852,9.73,2441,659.822
13,31,7,1662170,17.743,4452,1203.205
3,1,13,1663461,18.125,1343,48.144
3,1,22,1663506,2.055,76,21.651
9,10,22,1666028,20.547,757,216.508
2,1,20,1666884,0.808,42,2.71
8,7,8,1667992,2.201,2492,107.62
3,1,9,1669268,1.194,507,45.703
8,7,21,1669418,0.402,4716,915.321
3,1,14,1670313,1.713,24,12.765
3,1,4,1671333,0.0,245,16.198
3,1,19,1671337,2.46,112,8.701
8,7,6,1673258,0.0,64,27.436
8,7,8,1674199,2.201,2492,107.62
8,7,1,1676158,0.0,5574,2132.529
5,3,3,1676234,0.687,681,392.032
8,7,17,1676526,0.236,1186,2.432
7,5,9,1676900,5.972,2536,228.514
8,7,17,1677402,0.236,1186,2.432
8,7,12,1677428,0.0,260,29.842
5,3,13,1677860,54.376,4030,144.431
8,7,16,1678364,56.402,911,161.991
5,3,5,1678701,3.202,708,89.624
13,31,5,1678769,33.085,7314,926.118
8,7,16,1679609,56.402,911,161.991
16,85,3,1680460,19.456,20840,9852.064
0,1,17,1680603,0.034,169,0.347
8,7,20,1681113,5.657,293,18.97
8,7,16,1681313,56.402,911,161.991
5,3,20,1681538,2.424,126,8.13
8,7,18,1681625,0.039,6702,1636.302
5,3,14,1684328,5.138,73,38.296
8,7,3,1684609,1.602,1590,914.741
8,7,9,1685471,8.361,3550,319.919
8,7,22,1686589,14.383,530,151.556
8,7,13,1689661,126.878,9404,337.005
13,31,8,1690948,9.748,11034,476.603
3,1,16,1692526,8.057,130,23.142
8,7,22,1692958,14.383,530,151.556
8,7,1,1693592,0.0,5574,2132.529
8,7,8,1694855,2.201,2492,107.62
0,1,12,1695332,0.0,37,4.263
3,1,16,1695459,8.057,130,23.142
8,7,15,1697937,41.224,298,95.747
2,1,8,1698539,0.314,356,15.374
8,7,1,1698998,0.0,5574,2132.529
3,1,1,1699871,0.0,796,304.647
7,5,14,1700057,8.564,121,63.826
5,3,14,1700072,5.138,73,38.296
15,59,1,1700480,0.003,46980,17974.17
15,59,21,1700820,3.392,39750,7714.847
16,85,12,1701047,0.0,8850,357.007
8,7,18,1702888,0.039,6702,1636.302
8,7,2,1703494,0.948,608,3.55
8,7,4,1703522,0.0,1712,113.389
8,7,12,1704149,0.0,260,29.842
3,1,13,1705974,18.125,1343,48.144
8,7,5,1708015,7.471,1652,209.123
8,7,10,1709570,75.715,2106,308.554
8,7,17,1710553,0.236,1186,2.432
8,7,21,1710585,0.402,4716,915.321
8,7,14,1712023,11.989,170,89.356
8,7,5,1713553,7.471,1652,209.123
8,7,17,1713703,0.236,1186,2.432
8,7,10,1714372,75.715,2106,308.554
3,1,13,1714392,18.125,1343,48.144
11,17,5,1714988,18.144,4011,507.871
8,7,13,1715121,126.878,9404,337.005
3,1,5,1716046,1.067,236,29.875
8,7,22,1716370,14.383,530,151.556
8,7,4,1718035,0.0,1712,113.389
5,3,1,1718479,0.0,2389,913.941
8,7,19,1720062,17.222,785,60.906
8,7,22,1720694,14.383,530,151.556
5,3,7,1721155,1.717,431,116.439
3,1,1,1721279,0.0,796,304.647
8,7,19,1722787,17.222,785,60.906
3,1,14,1723111,1.713,24,12.765
8,7,1,1723352,0.0,5574,2132.529
3,1,8,1723876,0.314,356,15.374
8,7,18,1725870,0.039,6702,1636.302
15,59,4,1728615,0.001,14433,955.709
11,17,8,1729209,5.345,6051,261.363
8,7,6,1729546,0.0,64,27.436
13,31,19,1729726,76.268,3478,269.727
8,7,2,1730982,0.948,608,3.55
0,1,12,1732957,0.0,37,4.263
3,1,19,1733163,2.46,112,8.701
3,1,21,1733376,0.057,674,130.76
8,7,7,1734090,4.006,1004,271.691
5,3,3,1734806,0.687,681,392.032
8,7,5,1736084,7.471,1652,209.123
13,31,19,1736146,76.268,3478,269.727
3,1,1,1736854,0.0,796,304.647
15,59,5,1738135,62.969,13920,1762.612
8,7,13,1740366,126.878,9404,337.005
3,1,20,1740568,0.808,42,2.71
5,3,22,1740828,6.164,227,64.952
3,1,3,1741711,0.229,227,130.677
8,7,21,1743088,0.402,4716,915.321
15,59,7,1743361,33.768,8473,2289.97
5,3,18,1743646,0.017,2872,701.272
16,85,16,1744507,682.043,16420,1962.735
3,1,18,1746848,0.006,957,233.757
8,7,12,1747168,0.0,260,29.842
8,7,15,1747978,41.224,298,95.747
8,7,7,1748536,4.006,1004,271.691
8,7,19,1749287,17.222,785,60.906
13,31,7,1749662,17.743,4452,1203.205
8,7,13,1755557,126.878,9404,337.005
2,1,14,1756339,1.713,24,12.765
8,7,2,1756506,0.948,608,3.55
8,7,19,1756737,17.222,785,60.906
5,3,6,1757279,0.0,27,11.758
13,31,16,1757405,249.782,4035,717.388
8,7,10,1757734,75.715,2106,308.554
8,7,4,1758328,0.0,1712,113.389
8,7,3,1758616,1.602,1590,914.741
8,7,14,1758948,11.989,170,89.356
8,7,12,1760304,0.0,260,29.842
8,7,9,1760566,8.361,3550,319.919
5,3,10,1760866,32.449,903,132.237
15,59,22,1763055,121.228,4467,1277.399
8,7,18,1764277,0.039,6702,1636.302
11,17,17,1764350,0.574,2881,5.906
0,1,18,1766397,0.006,957,233.757
3,1,19,1767655,2.46,112,8.701
8,7,8,1767730,2.201,2492,107.62
3,1,1,1769086,0.0,796,304.647
8,7,4,1769203,0.0,1712,113.389
8,7,6,1770034,0.0,64,27.436
8,7,14,1771212,11.989,170,89.356
5,3,21,1771732,0.172,2021,392.28
5,3,14,1772477,5.138,73,38.296
3,1,12,1773454,0.0,37,4.263
5,3,7,1775835,1.717,431,116.439
8,7,16,1776364,56.402,911,161.991
2,1,17,1776410,0.034,169,0.347
13,31,4,1776980,0.001,7583,502.152
13,31,16,1778487,249.782,4035,717.388
8,7,18,1779156,0.039,6702,1636.302
15,59,12,1780898,0.0,2195,251.523
8,7,21,1781879,0.402,4716,915.321
8,7,7,1782898,4.006,1004,271.691
3,1,6,1783245,0.0,9,3.919
5,3,2,1783945,0.406,261,1.522
15,59,4,1784785,0.001,14433,955.709
5,3,20,1785727,2.424,126,8.13
5,3,22,1786350,6.164,227,64.952
13,31,5,1786929,33.085,7314,926.118
5,3,1,1787189,0.0,2389,913.941
8,7,11,1787523,11.395,207,159.622
5,3,10,1787890,32.449,903,132.237
3,1,15,1788646,5.889,43,13.678
8,7,1,1791135,0.0,5574,2132.529
15,59,12,1791898,0.0,2195,251.523
8,7,3,1792583,1.602,1590,914.741
3,1,8,1794158,0.314,356,15.374
8,7,4,1794768,0.0,1712,113.389
8,7,3,1795957,1.602,1590,914.741
8,7,6,1798795,0.0,64,27.436
3,1,22,1800283,2.055,76,21.651
8,7,9,1800517,8.361,3550,319.919
5,3,12,1800627,0.0,112,12.789
8,7,13,1801028,126.878,9404,337.005
8,7,2,1801028,0.948,608,3.55
15,59,19,1801276,145.156,6620,513.352
0,1,4,1801294,0.0,245,16.198
8,7,9,1801923,8.361,3550,319.919
8,7,9,1802186,8.361,3550,319.919
13,31,3,1802368,7.094,7041,4050.997
13,31,13,1802752,561.887,41645,1492.451
10,13,12,1804789,0.0,484,55.42
13,31,14,1805217,53.095,751,395.721
3,1,6,1806607,0.0,9,3.919
5,3,5,1808296,3.202,708,89.624
5,3,14,1810186,5.138,73,38.296
3,1,19,1810435,2.46,112,8.701
15,59,21,1810493,3.392,39750,7714.847
5,3,5,1812148,3.202,708,89.624
8,7,2,1812304,0.948,608,3.55
8,7,18,1812525,0.039,6702,1636.302
8,7,7,1812587,4.006,1004,271.691
16,85,20,1813805,69.442,11890,2247.486
3,1,3,1814167,0.229,227,130.677
8,7,20,1814441,5.657,293,18.97
3,1,9,1814604,1.194,507,45.703
5,3,22,1814671,6.164,227,64.952
8,7,2,1814830,0.948,608,3.55
13,31,8,1815258,9.748,11034,476.603
3,1,19,1816143,2.46,112,8.701
3,1,18,1816547,0.006,957,233.757
3,1,20,1816628,0.808,42,2.71
3,1,6,1817760,0.0,9,3.919
8,7,5,1818325,7.471,1652,209.123
5,3,18,1820140,0.017,2872,701.272
8,7,15,1820257,41.224,298,95.747
15,59,19,1820926,145.156,6620,513.352
3,1,1,1822004,0.0,796,304.647
15,59,16,1822116,475.391,7680,1365.351
9,10,18,1823497,0.056,9574,2337.574
8,7,14,1825603,11.989,170,89.356
11,17,2,1825720,2.303,1476,8.622
8,7,13,1825813,126.878,9404,337.005
8,7,7,1826505,4.006,1004,271.691
13,31,17,1826957,1.046,5254,10.77
8,7,17,1827094,0.236,1186,2.432
2,1,9,1829406,1.194,507,45.703
8,7,21,1829863,0.402,4716,915.321
8,7,3,1831087,1.602,1590,914.741
8,7,4,1831354,0.0,1712,113.389
5,3,1,1831769,0.0,2389,913.941
8,7,8,1833490,2.201,2492,107.62
8,7,5,1833869,7.471,1652,209.123
8,7,16,1835427,56.402,911,161.991
8,7,14,1836297,11.989,170,89.356
5,3,14,1837337,5.138,73,38.296
19,356,5,1837663,290.263,230156,54525.433
8,7,10,1838074,75.715,2106,308.554
